order_id,return_date,return_reason,refund_amount
ORD006244,2023-09-20,Wrong Item Delivered,69294.39
ORD006245,2024-04-03,Quality Not as Expected,3111.73
ORD006256,2024-04-13,Product Damaged,17931.76
ORD006261,2023-02-10,Product Damaged,24321.92
ORD006270,2023-02-27,Wrong Item Delivered,15835.04
ORD006275,2025-07-22,Size Issue,51408.57
ORD006280,2025-03-14,Product Damaged,7446.42
ORD006308,2024-10-20,Changed Mind,50362.84
ORD006324,2025-03-13,Quality Not as Expected,10401.59
ORD006325,2024-08-29,Changed Mind,23964.54
ORD006331,2024-10-28,Wrong Item Delivered,17838.99
ORD006332,2023-06-30,Quality Not as Expected,59394.4
ORD006342,2024-04-09,Wrong Item Delivered,11842.03
ORD006352,2024-05-31,Changed Mind,17918.46
ORD006374,2023-12-25,Product Damaged,21052.5
ORD006375,2024-07-09,Changed Mind,13387.35
ORD006380,2023-01-21,Wrong Item Delivered,70545.68
ORD006383,2024-09-08,Better Price Found Elsewhere,64695.66
ORD006384,2023-04-18,Wrong Item Delivered,30380.21
ORD006401,2025-07-08,Better Price Found Elsewhere,7544.62
ORD006411,2024-05-01,Changed Mind,43829.84
ORD006415,2025-06-10,Wrong Item Delivered,40856.76
ORD006422,2025-07-13,Better Price Found Elsewhere,10219.32
ORD006423,2023-10-25,Product Damaged,12257.03
ORD006424,2024-12-24,Better Price Found Elsewhere,25086.08
ORD006433,2023-08-22,Better Price Found Elsewhere,11479.01
ORD006436,2023-08-24,Changed Mind,27024.35
ORD006437,2024-10-14,Wrong Item Delivered,20543.53
ORD006438,2025-03-16,Size Issue,24752.87
ORD006445,2025-05-10,Quality Not as Expected,24752.87
ORD006450,2023-04-14,Quality Not as Expected,52871.01
ORD006451,2023-05-13,Better Price Found Elsewhere,41467.46
ORD006455,2025-05-06,Changed Mind,21824.59
ORD006462,2024-12-11,Size Issue,10784.04
ORD006466,2024-12-28,Changed Mind,12257.03
ORD006470,2024-07-30,Changed Mind,16377.55
ORD006483,2025-02-20,Changed Mind,20041.38
ORD006494,2025-03-27,Better Price Found Elsewhere,10017.56
ORD006502,2025-07-04,Size Issue,11317.12
ORD006506,2023-09-14,Quality Not as Expected,16377.55
ORD006510,2024-03-07,Quality Not as Expected,47368.12
ORD006516,2025-01-20,Changed Mind,22721.33
ORD006528,2024-03-05,Product Damaged,23515.23
ORD006534,2025-04-25,Changed Mind,12937.97
ORD006542,2023-12-06,Size Issue,25782.26
ORD006548,2023-02-09,Quality Not as Expected,13157.81
ORD006550,2023-08-30,Quality Not as Expected,20486.96
ORD006552,2023-04-07,Changed Mind,24974.59
ORD006561,2025-03-02,Better Price Found Elsewhere,7921.98
ORD006565,2023-03-23,Wrong Item Delivered,24304.17
ORD006567,2023-05-26,Better Price Found Elsewhere,76736.03
ORD006576,2024-02-17,Product Damaged,28151.18
ORD006579,2023-09-10,Changed Mind,7782.22
ORD006583,2024-02-24,Size Issue,10526.25
ORD006586,2023-09-07,Changed Mind,41680.28
ORD006595,2024-02-23,Changed Mind,12257.03
ORD006596,2024-12-07,Better Price Found Elsewhere,23098.13
ORD006599,2024-10-06,Size Issue,9361.43
ORD006601,2025-05-18,Product Damaged,15952.23
ORD006606,2024-02-04,Size Issue,56301.99
ORD006609,2024-07-24,Changed Mind,16734.19
ORD006610,2025-07-11,Size Issue,50087.82
ORD006613,2023-01-31,Better Price Found Elsewhere,18660.36
ORD006621,2023-11-13,Wrong Item Delivered,17975.59
ORD006628,2024-03-21,Quality Not as Expected,86260.88
ORD006638,2024-06-25,Wrong Item Delivered,41680.28
ORD006640,2023-07-22,Quality Not as Expected,25782.26
ORD006645,2024-10-07,Late Delivery,20486.96
ORD006648,2023-06-21,Wrong Item Delivered,17350.02
ORD006652,2023-01-27,Late Delivery,24999.84
ORD006659,2024-08-07,Wrong Item Delivered,17136.19
ORD006667,2025-01-08,Quality Not as Expected,7074.1
ORD006675,2023-12-21,Late Delivery,37534.66
ORD006676,2023-04-13,Quality Not as Expected,3350.89
ORD006680,2023-10-31,Better Price Found Elsewhere,17350.02
ORD006693,2024-03-18,Better Price Found Elsewhere,21943.22
ORD006696,2024-01-11,Quality Not as Expected,30380.21
ORD006701,2024-08-14,Late Delivery,60760.42
ORD006708,2023-11-15,Changed Mind,5212.49
ORD006715,2025-04-24,Wrong Item Delivered,75069.32
ORD006725,2025-05-25,Product Damaged,33588.3
ORD006726,2023-11-13,Better Price Found Elsewhere,10606.83
ORD006734,2025-01-25,Quality Not as Expected,19040.21
ORD006741,2023-06-03,Wrong Item Delivered,8843.88
ORD006746,2024-10-12,Better Price Found Elsewhere,16184.18
ORD006751,2024-02-08,Wrong Item Delivered,38817.4
ORD006755,2025-01-06,Better Price Found Elsewhere,13157.81
ORD006768,2024-09-08,Quality Not as Expected,43886.45
ORD006770,2023-05-04,Quality Not as Expected,17594.49
ORD006772,2023-09-07,Product Damaged,21810.12
ORD006778,2023-11-23,Product Damaged,9681.46
ORD006780,2025-01-24,Changed Mind,9757.16
ORD006781,2023-07-29,Better Price Found Elsewhere,32271.54
ORD006794,2024-07-20,Product Damaged,25679.41
ORD006804,2024-08-29,Product Damaged,10017.56
ORD006805,2024-03-30,Late Delivery,36526.36
ORD006812,2024-01-06,Quality Not as Expected,9428.3
ORD006821,2025-07-30,Changed Mind,24963.82
ORD006831,2024-04-16,Changed Mind,23386.73
ORD006832,2023-06-16,Late Delivery,20625.81
ORD006836,2023-01-26,Better Price Found Elsewhere,16370.71
ORD006838,2023-11-28,Better Price Found Elsewhere,20733.73
ORD006840,2023-08-09,Quality Not as Expected,36526.36
ORD006841,2023-09-30,Wrong Item Delivered,16586.98
ORD006847,2025-05-14,Size Issue,23098.13
ORD006857,2023-04-14,Size Issue,32685.41
ORD006861,2024-05-19,Late Delivery,14955.32
ORD006863,2025-04-06,Better Price Found Elsewhere,6225.78
ORD006879,2023-07-11,Late Delivery,30121.54
ORD006880,2025-03-04,Better Price Found Elsewhere,87659.68
ORD006889,2024-05-30,Size Issue,21565.22
ORD006896,2023-07-07,Changed Mind,56443.68
ORD006908,2024-08-08,Changed Mind,7074.1
ORD006923,2023-10-30,Size Issue,13618.92
ORD006949,2024-06-28,Late Delivery,17594.49
ORD006954,2025-03-15,Wrong Item Delivered,66832.75
ORD006955,2024-08-08,Size Issue,23515.23
ORD006956,2023-06-03,Product Damaged,19798.13
ORD006961,2025-01-18,Changed Mind,20068.86
ORD006962,2023-09-20,Wrong Item Delivered,12784.23
ORD006964,2024-04-01,Better Price Found Elsewhere,19802.3
ORD006969,2023-12-04,Late Delivery,81947.84
ORD006977,2025-07-03,Changed Mind,22577.47
ORD006981,2024-12-27,Changed Mind,33894.08
ORD006982,2023-01-20,Product Damaged,7446.42
ORD006989,2025-01-22,Changed Mind,10905.06
ORD007001,2024-03-30,Wrong Item Delivered,25679.41
ORD007007,2024-04-08,Quality Not as Expected,26774.7
ORD007009,2024-08-01,Changed Mind,35677.98
ORD007011,2023-04-08,Late Delivery,14786.22
ORD007022,2023-05-26,Better Price Found Elsewhere,19894.52
ORD007024,2023-10-23,Late Delivery,28420.75
ORD007028,2024-06-27,Quality Not as Expected,23204.03
ORD007030,2023-09-11,Changed Mind,9143.6
ORD007035,2023-03-19,Wrong Item Delivered,19798.13
ORD007041,2024-03-06,Changed Mind,18088.2
ORD007044,2024-03-26,Late Delivery,7074.1
ORD007057,2024-05-13,Product Damaged,7004.0
ORD007060,2023-01-29,Better Price Found Elsewhere,35428.24
ORD007061,2024-02-19,Wrong Item Delivered,15089.23
ORD007077,2025-05-31,Product Damaged,20840.14
ORD007086,2024-11-29,Quality Not as Expected,10034.43
ORD007093,2025-02-15,Product Damaged,9881.51
ORD007096,2024-07-04,Late Delivery,9467.22
ORD007100,2023-08-07,Wrong Item Delivered,18934.44
ORD007102,2023-09-02,Product Damaged,46222.94
ORD007105,2023-11-15,Wrong Item Delivered,18047.58
ORD007106,2024-03-11,Changed Mind,19633.41
ORD007109,2024-06-27,Size Issue,25181.42
ORD007112,2025-03-30,Wrong Item Delivered,18756.13
ORD007115,2023-07-16,Wrong Item Delivered,16947.04
ORD007118,2024-07-25,Late Delivery,43655.0
ORD007121,2024-06-06,Quality Not as Expected,20840.14
ORD007132,2023-12-12,Late Delivery,9467.22
ORD007133,2023-05-21,Wrong Item Delivered,41251.62
ORD007140,2024-12-08,Product Damaged,25823.18
ORD007150,2024-11-18,Late Delivery,51157.35
ORD007153,2023-04-25,Changed Mind,22217.39
ORD007166,2025-02-04,Wrong Item Delivered,8487.69
ORD007176,2023-03-23,Wrong Item Delivered,23037.06
ORD007178,2024-01-11,Product Damaged,24749.28
ORD007199,2025-06-03,Wrong Item Delivered,24395.44
ORD007205,2023-04-16,Changed Mind,7782.22
ORD007207,2024-04-23,Quality Not as Expected,13618.92
ORD007212,2023-11-07,Wrong Item Delivered,2620.41
ORD007213,2025-01-08,Late Delivery,7074.1
ORD007216,2023-02-04,Wrong Item Delivered,43649.17
ORD007240,2024-09-20,Size Issue,15897.48
ORD007244,2024-04-05,Product Damaged,16974.68
ORD007249,2023-05-17,Wrong Item Delivered,19066.49
ORD007257,2023-08-04,Better Price Found Elsewhere,9533.24
ORD007278,2023-05-28,Quality Not as Expected,21096.19
ORD007279,2023-02-10,Better Price Found Elsewhere,17838.99
ORD007283,2024-06-28,Quality Not as Expected,21565.22
ORD007285,2023-11-30,Better Price Found Elsewhere,19798.13
ORD007289,2024-03-13,Product Damaged,37723.08
ORD007296,2025-05-21,Better Price Found Elsewhere,3275.51
ORD007298,2025-04-21,Better Price Found Elsewhere,18263.18
ORD007308,2023-12-13,Better Price Found Elsewhere,30052.69
ORD007318,2023-10-27,Better Price Found Elsewhere,16734.19
ORD007322,2025-04-09,Better Price Found Elsewhere,18088.2
ORD007326,2025-07-31,Quality Not as Expected,28599.73
ORD007330,2023-01-23,Late Delivery,10017.56
ORD007342,2023-12-25,Late Delivery,10757.18
ORD007343,2023-04-09,Late Delivery,17041.0
ORD007346,2024-08-18,Wrong Item Delivered,10895.14
ORD007349,2023-05-29,Late Delivery,25875.95
ORD007352,2025-03-24,Changed Mind,20486.96
ORD007355,2025-06-16,Size Issue,20840.14
ORD007360,2024-03-20,Late Delivery,68912.09
ORD007361,2023-05-23,Changed Mind,23037.06
ORD007364,2023-09-07,Quality Not as Expected,10401.59
ORD007375,2025-02-01,Size Issue,10784.04
ORD007381,2023-07-04,Size Issue,18986.57
ORD007389,2025-06-13,Better Price Found Elsewhere,21052.5
ORD007393,2024-12-25,Size Issue,27024.35
ORD007396,2023-10-28,Changed Mind,63589.92
ORD007398,2024-08-17,Product Damaged,31047.41
ORD007403,2024-12-08,Better Price Found Elsewhere,16947.04
ORD007404,2024-03-05,Better Price Found Elsewhere,37534.66
ORD007427,2024-09-30,Changed Mind,43130.44
ORD007437,2024-05-01,Product Damaged,51358.82
ORD007439,2025-03-01,Quality Not as Expected,17987.72
ORD007447,2024-09-22,Changed Mind,21943.22
ORD007471,2025-01-15,Product Damaged,24752.87
ORD007477,2024-08-28,Size Issue,50671.79
ORD007478,2025-01-03,Product Damaged,63288.57
ORD007499,2025-01-27,Wrong Item Delivered,20733.73
ORD007502,2024-06-10,Better Price Found Elsewhere,11982.27
ORD007505,2023-12-07,Changed Mind,53920.22
ORD007523,2024-10-29,Late Delivery,34013.89
ORD007530,2023-04-30,Changed Mind,44555.17
ORD007536,2024-06-03,Wrong Item Delivered,19040.21
ORD007545,2024-11-10,Better Price Found Elsewhere,19040.21
ORD007552,2025-04-27,Changed Mind,13203.08
ORD007553,2023-10-15,Product Damaged,89510.25
ORD007560,2024-09-23,Late Delivery,11982.27
ORD007565,2023-08-24,Wrong Item Delivered,17136.19
ORD007574,2024-01-28,Quality Not as Expected,30380.21
ORD007580,2024-08-24,Better Price Found Elsewhere,51157.35
ORD007582,2025-07-12,Product Damaged,22392.2
ORD007587,2023-09-12,Late Delivery,33468.38
ORD007588,2023-12-25,Late Delivery,18047.58
ORD007592,2023-12-15,Wrong Item Delivered,17838.99
ORD007600,2025-07-16,Size Issue,17594.49
ORD007603,2024-04-05,Product Damaged,21096.19
ORD007608,2024-11-15,Wrong Item Delivered,28861.2
ORD007619,2023-06-14,Better Price Found Elsewhere,11196.1
ORD007620,2024-06-23,Late Delivery,20733.73
ORD007625,2023-05-26,Wrong Item Delivered,40856.76
ORD007627,2023-03-15,Quality Not as Expected,27024.35
ORD007628,2024-11-15,Wrong Item Delivered,7782.22
ORD007630,2025-06-17,Wrong Item Delivered,11288.74
ORD007636,2025-07-29,Late Delivery,5240.82
ORD007642,2024-06-21,Wrong Item Delivered,18088.2
ORD007671,2024-01-02,Wrong Item Delivered,84384.76
ORD007675,2023-11-22,Product Damaged,62715.2
ORD007685,2024-08-26,Quality Not as Expected,9881.51
ORD007688,2024-05-18,Size Issue,10034.43
ORD007701,2024-06-26,Size Issue,60760.42
ORD007709,2025-04-04,Changed Mind,6627.05
ORD007712,2024-07-06,Wrong Item Delivered,18263.18
ORD007715,2025-04-11,Quality Not as Expected,47030.45
ORD007716,2023-06-25,Better Price Found Elsewhere,22217.39
ORD007718,2025-02-11,Product Damaged,14075.59
ORD007719,2023-02-10,Late Delivery,10401.59
ORD007721,2024-05-23,Quality Not as Expected,24752.87
ORD007724,2025-02-07,Changed Mind,19878.72
ORD007738,2024-01-04,Product Damaged,94060.91
ORD007742,2023-11-28,Quality Not as Expected,37512.25
ORD007748,2023-12-12,Late Delivery,19697.04
ORD007749,2025-05-27,Better Price Found Elsewhere,100725.68
ORD007751,2025-02-11,Quality Not as Expected,46773.46
ORD007752,2025-05-18,Wrong Item Delivered,20486.96
ORD007753,2024-11-07,Product Damaged,17594.49
ORD007763,2024-06-01,Size Issue,9430.77
ORD007766,2024-02-28,Size Issue,16586.98
ORD007770,2024-02-18,Changed Mind,53486.89
ORD007775,2024-08-04,Late Delivery,13618.92
ORD007781,2024-05-16,Late Delivery,45650.23
ORD007786,2025-05-01,Quality Not as Expected,19798.13
ORD007806,2025-04-28,Wrong Item Delivered,35428.24
ORD007815,2024-10-24,Product Damaged,70545.68
ORD007818,2023-08-18,Wrong Item Delivered,11576.08
ORD007822,2025-07-19,Changed Mind,12937.97
ORD007828,2023-08-30,Size Issue,23098.13
ORD007829,2024-09-23,Quality Not as Expected,3723.21
ORD007840,2024-02-07,Late Delivery,3275.51
ORD007845,2024-04-10,Wrong Item Delivered,17594.49
ORD007846,2024-07-30,Late Delivery,78788.17
ORD007847,2024-08-14,Size Issue,116933.65
ORD007848,2024-01-19,Product Damaged,33866.21
ORD007851,2024-09-22,Late Delivery,27237.84
ORD007855,2025-05-03,Product Damaged,39604.59
ORD007860,2023-09-09,Changed Mind,89194.95
ORD007882,2025-02-03,Late Delivery,48986.29
ORD007888,2023-02-10,Product Damaged,15897.48
ORD007889,2025-06-09,Size Issue,60435.41
ORD007890,2024-12-24,Quality Not as Expected,21943.22
ORD007893,2023-11-02,Late Delivery,21514.36
ORD007903,2023-05-31,Product Damaged,18088.2
ORD007907,2023-07-12,Size Issue,9681.46
ORD007912,2023-08-29,Size Issue,48608.34
ORD007919,2024-01-25,Changed Mind,10331.11
ORD007938,2025-05-12,Quality Not as Expected,15089.23
ORD007940,2024-09-07,Quality Not as Expected,23570.74
ORD007962,2025-01-29,Wrong Item Delivered,9430.77
ORD007972,2024-02-14,Quality Not as Expected,18767.33
ORD007974,2024-11-30,Size Issue,17838.99
ORD007976,2024-01-08,Quality Not as Expected,18934.44
ORD007980,2024-11-22,Quality Not as Expected,60760.42
ORD007984,2023-07-04,Better Price Found Elsewhere,52631.24
ORD007987,2024-08-06,Changed Mind,3275.51
ORD007989,2024-06-11,Better Price Found Elsewhere,25782.26
ORD007997,2023-10-14,Product Damaged,22577.47
ORD008002,2023-08-04,Quality Not as Expected,8959.23
ORD008005,2024-01-05,Size Issue,58569.66
ORD008006,2024-05-13,Size Issue,73052.72
ORD008015,2023-06-10,Product Damaged,20803.18
ORD008019,2024-01-29,Changed Mind,30027.73
ORD008025,2025-06-01,Size Issue,22663.28
ORD008026,2024-08-05,Better Price Found Elsewhere,91315.9
ORD008027,2024-11-24,Product Damaged,26999.71
ORD008047,2024-11-01,Wrong Item Delivered,21824.59
ORD008054,2024-05-24,Wrong Item Delivered,18986.57
ORD008059,2025-07-23,Better Price Found Elsewhere,51564.52
ORD008071,2023-01-29,Quality Not as Expected,54684.38
ORD008078,2025-07-07,Better Price Found Elsewhere,25181.42
ORD008083,2025-04-18,Changed Mind,47929.08
ORD008087,2024-01-09,Changed Mind,24752.87
ORD008090,2025-01-16,Product Damaged,65789.05
ORD008093,2023-11-13,Better Price Found Elsewhere,46773.46
ORD008095,2025-06-21,Wrong Item Delivered,52050.06
ORD008096,2023-03-23,Product Damaged,20370.82
ORD008098,2025-01-28,Product Damaged,18616.05
ORD008105,2023-09-23,Late Delivery,25875.95
ORD008107,2025-05-15,Product Damaged,36176.4
ORD008109,2025-05-17,Wrong Item Delivered,24395.44
ORD008113,2024-03-03,Product Damaged,51564.52
ORD008120,2024-06-10,Wrong Item Delivered,59821.27
ORD008122,2025-07-24,Quality Not as Expected,21266.15
ORD008123,2024-08-19,Product Damaged,89144.82
ORD008130,2024-09-26,Changed Mind,12499.92
ORD008131,2024-10-28,Product Damaged,20041.38
ORD008134,2025-03-21,Product Damaged,3723.21
ORD008135,2025-01-11,Size Issue,31204.77
ORD008140,2024-06-05,Quality Not as Expected,17902.05
ORD008147,2023-11-03,Product Damaged,20840.14
ORD008156,2025-01-26,Better Price Found Elsewhere,20788.32
ORD008171,2023-05-03,Better Price Found Elsewhere,66832.75
ORD008175,2023-03-30,Late Delivery,15163.14
ORD008177,2025-06-20,Late Delivery,25181.42
ORD008180,2023-08-16,Late Delivery,2947.96
ORD008183,2023-10-31,Better Price Found Elsewhere,6627.05
ORD008196,2023-06-17,Quality Not as Expected,11196.1
ORD008217,2024-09-09,Better Price Found Elsewhere,9430.77
ORD008228,2024-12-28,Size Issue,17136.19
ORD008231,2024-12-11,Size Issue,113683.0
ORD008235,2023-12-20,Late Delivery,46304.33
ORD008245,2024-12-28,Changed Mind,10895.14
ORD008258,2025-05-03,Changed Mind,8841.35
ORD008264,2023-05-21,Quality Not as Expected,37499.76
ORD008271,2024-09-19,Better Price Found Elsewhere,3350.89
ORD008273,2024-07-23,Product Damaged,7393.11
ORD008277,2023-05-25,Late Delivery,23037.06
ORD008281,2023-10-26,Size Issue,19802.3
ORD008291,2023-03-12,Product Damaged,19362.92
ORD008295,2024-04-02,Better Price Found Elsewhere,24493.15
ORD008296,2023-10-11,Changed Mind,19399.63
ORD008299,2025-01-28,Size Issue,24249.54
ORD008304,2024-08-27,Size Issue,7861.22
ORD008309,2023-10-02,Better Price Found Elsewhere,48315.28
ORD008310,2024-11-15,Wrong Item Delivered,27237.84
ORD008311,2025-02-08,Better Price Found Elsewhere,42226.78
ORD008316,2024-03-06,Product Damaged,35863.52
ORD008325,2025-01-21,Product Damaged,24157.64
ORD008330,2023-05-02,Product Damaged,11982.27
ORD008337,2025-02-24,Late Delivery,46408.07
ORD008339,2024-03-23,Late Delivery,14955.32
ORD008356,2025-03-15,Better Price Found Elsewhere,51564.52
ORD008380,2024-02-10,Quality Not as Expected,87972.45
ORD008384,2023-05-29,Better Price Found Elsewhere,25181.42
ORD008385,2023-01-31,Quality Not as Expected,20733.73
ORD008396,2023-04-20,Quality Not as Expected,15163.14
ORD008398,2023-09-19,Changed Mind,7074.1
ORD008399,2024-11-10,Size Issue,30326.28
ORD008417,2023-09-27,Size Issue,5447.55
ORD008429,2023-08-20,Quality Not as Expected,8035.31
ORD008433,2024-02-05,Product Damaged,40082.76
ORD008449,2024-06-11,Quality Not as Expected,23111.47
ORD008458,2024-04-17,Changed Mind,48499.08
ORD008467,2024-06-05,Late Delivery,7074.1
ORD008471,2024-07-04,Quality Not as Expected,6627.05
ORD008472,2023-01-14,Size Issue,6614.89
ORD008474,2024-07-07,Product Damaged,11915.89
ORD008485,2023-06-08,Late Delivery,43655.0
ORD008491,2023-05-01,Late Delivery,60760.42
ORD008496,2024-05-10,Product Damaged,24249.54
ORD008504,2024-06-24,Wrong Item Delivered,21565.22
ORD008507,2024-10-08,Wrong Item Delivered,92148.25
ORD008520,2023-11-20,Product Damaged,39473.43
ORD008522,2024-11-14,Better Price Found Elsewhere,30295.1
ORD008534,2023-04-18,Wrong Item Delivered,51646.36
ORD008537,2023-02-22,Quality Not as Expected,20486.96
ORD008544,2023-04-11,Late Delivery,70545.68
ORD008545,2023-12-16,Quality Not as Expected,53706.15
ORD008548,2024-12-07,Better Price Found Elsewhere,47692.44
ORD008550,2023-09-24,Size Issue,14513.61
ORD008554,2023-05-08,Wrong Item Delivered,21404.21
ORD008562,2025-06-28,Wrong Item Delivered,14075.59
ORD008565,2025-05-28,Changed Mind,25782.26
ORD008567,2023-04-23,Better Price Found Elsewhere,25782.26
ORD008572,2023-09-25,Better Price Found Elsewhere,10784.04
ORD008574,2024-06-26,Wrong Item Delivered,28861.2
ORD008585,2025-05-04,Size Issue,15060.77
ORD008592,2023-09-18,Changed Mind,24321.92
ORD008601,2025-03-27,Quality Not as Expected,25679.41
ORD008602,2024-06-23,Wrong Item Delivered,17902.05
ORD008603,2024-10-30,Better Price Found Elsewhere,25679.41
ORD008620,2023-12-26,Quality Not as Expected,48499.08
ORD008621,2025-07-18,Quality Not as Expected,20041.38
ORD008624,2024-09-28,Changed Mind,36526.36
ORD008633,2024-09-10,Wrong Item Delivered,24321.92
ORD008641,2023-05-21,Better Price Found Elsewhere,77469.54
ORD008642,2023-11-30,Size Issue,16734.19
ORD008644,2024-12-14,Quality Not as Expected,13618.92
ORD008646,2024-07-05,Better Price Found Elsewhere,18861.54
ORD008648,2025-01-17,Wrong Item Delivered,10905.06
ORD008655,2024-05-16,Size Issue,26981.58
ORD008662,2025-01-13,Late Delivery,41576.63
ORD008671,2023-12-07,Wrong Item Delivered,17041.0
ORD008682,2024-04-30,Changed Mind,17594.49
ORD008684,2023-05-23,Better Price Found Elsewhere,86583.6
ORD008687,2023-08-23,Wrong Item Delivered,84159.76
ORD008695,2023-05-07,Changed Mind,19040.21
ORD008701,2024-02-15,Changed Mind,18478.5
ORD008702,2023-12-08,Late Delivery,19802.3
ORD008715,2023-11-05,Size Issue,9585.82
ORD008717,2024-10-30,Size Issue,16974.68
ORD008730,2025-05-08,Wrong Item Delivered,22577.47
ORD008741,2023-02-13,Quality Not as Expected,70377.96
ORD008742,2023-10-23,Changed Mind,24493.15
ORD008750,2025-01-14,Wrong Item Delivered,16111.84
ORD008757,2025-05-27,Better Price Found Elsewhere,21096.19
ORD008765,2023-06-16,Quality Not as Expected,21096.19
ORD008773,2023-01-19,Better Price Found Elsewhere,9585.82
ORD008777,2025-01-03,Wrong Item Delivered,47030.45
ORD008780,2023-11-29,Wrong Item Delivered,19878.72
ORD008783,2023-08-14,Product Damaged,30380.21
ORD008787,2023-04-15,Better Price Found Elsewhere,20068.86
ORD008801,2023-09-29,Quality Not as Expected,51358.82
ORD008802,2024-06-19,Quality Not as Expected,17828.96
ORD008807,2023-12-10,Wrong Item Delivered,10905.06
ORD008810,2025-05-17,Wrong Item Delivered,15564.44
ORD008812,2023-05-02,Wrong Item Delivered,46196.26
ORD008813,2023-06-08,Late Delivery,20612.11
ORD008814,2024-06-25,Late Delivery,16168.69
ORD008821,2025-01-18,Late Delivery,39394.09
ORD008837,2023-05-15,Product Damaged,16184.18
ORD008845,2024-01-08,Better Price Found Elsewhere,18722.86
ORD008850,2023-05-03,Product Damaged,52783.47
ORD008855,2025-08-02,Product Damaged,18722.86
ORD008859,2025-03-09,Quality Not as Expected,35804.1
ORD008860,2023-12-11,Wrong Item Delivered,11479.01
ORD008876,2025-01-19,Late Delivery,14321.64
ORD008881,2024-07-19,Product Damaged,11785.37
ORD008890,2024-09-01,Better Price Found Elsewhere,23111.47
ORD008896,2023-10-16,Product Damaged,70377.96
ORD008897,2024-05-25,Quality Not as Expected,21810.12
ORD008901,2024-05-08,Wrong Item Delivered,21565.22
ORD008902,2024-01-04,Better Price Found Elsewhere,19633.41
ORD008907,2024-07-30,Wrong Item Delivered,22179.33
ORD008909,2024-07-08,Quality Not as Expected,117576.13
ORD008913,2023-11-23,Quality Not as Expected,17560.26
ORD008914,2024-05-05,Late Delivery,7074.1
ORD008915,2024-08-31,Changed Mind,17350.02
ORD008917,2023-09-19,Quality Not as Expected,44784.41
ORD008919,2023-10-03,Wrong Item Delivered,9143.6
ORD008920,2024-05-02,Size Issue,40082.76
ORD008923,2025-05-12,Product Damaged,25679.41
ORD008930,2023-09-11,Size Issue,20840.14
ORD008934,2025-04-23,Size Issue,11915.89
ORD008941,2023-11-05,Late Delivery,3275.51
ORD008943,2024-07-14,Product Damaged,38911.1
ORD008962,2025-07-11,Better Price Found Elsewhere,89510.25
ORD008963,2025-02-09,Wrong Item Delivered,25673.13
ORD008972,2023-09-24,Late Delivery,11785.37
ORD008973,2024-06-23,Wrong Item Delivered,37534.66
ORD008974,2023-07-09,Product Damaged,29027.22
ORD008981,2023-04-25,Quality Not as Expected,10751.26
ORD008990,2025-01-14,Size Issue,28448.12
ORD003195,2024-05-28,Size Issue,20733.73
ORD002522,2024-04-10,Changed Mind,6551.02
ORD004181,2025-02-13,Quality Not as Expected,10905.06
ORD000276,2024-03-04,Size Issue,39473.43
ORD005476,2024-06-06,Late Delivery,25181.42
ORD003897,2024-12-15,Product Damaged,11479.01
ORD001569,2024-04-30,Changed Mind,23098.13
ORD008814,2024-06-30,Better Price Found Elsewhere,16168.69
